timestamp,attention,meditation,delta,theta,alpha,beta,gamma,label
1749498658.396747,90,63,32570,15872,6922,4136,2290,relaxado
1749498659.4120853,100,66,608,2219,4955,3331,2289,relaxado
1749498660.3882682,100,54,907818,61785,20304,16143,7035,relaxado
1749498661.4060526,100,53,2779,683,9675,5542,1659,relaxado
1749498662.415388,70,51,478021,189017,62563,22201,7167,relaxado
1749498663.398466,44,56,23021,9634,12690,1518,1857,relaxado
1749498664.3956735,48,61,911,10611,6351,4809,1830,relaxado
1749498665.3876534,30,57,5041,2704,5831,2377,2312,relaxado
1749498666.4028924,64,56,1546,8134,3336,3344,1815,relaxado
1749498667.3871021,93,53,1521,1423,3987,2729,1935,relaxado
1749498668.394506,100,64,3006,1762,3909,2429,764,relaxado
1749498669.4028316,100,57,600,7746,8227,4078,1721,relaxado
1749498670.387848,100,69,1133,6693,7268,4836,708,relaxado
1749498671.3978083,100,80,1205,1889,7737,2094,1201,relaxado
1749498672.4089897,100,57,1754,3740,1894,6735,1052,relaxado
1749498673.3929257,100,43,3122,2849,2135,5241,1172,relaxado
1749498674.4034333,100,53,20045,4782,12149,4275,1394,relaxado
1749498675.386354,100,26,1474,2788,2258,4400,964,relaxado
1749498676.4146657,81,40,119112,75446,37394,13587,6703,relaxado
1749498677.3958678,77,57,9889,1541,3939,2435,2828,relaxado
1749498678.4117348,77,51,2759,6390,8230,4345,1664,relaxado
1749498679.3951423,44,53,176417,39204,14833,7984,4433,relaxado
1749498680.4038086,60,60,4886,4288,6011,2930,1696,relaxado
1749498681.3849552,53,69,1877,1311,11574,4558,1157,relaxado
1749498682.4279199,56,69,1209,2346,4464,2832,2170,relaxado
1749498683.39692,78,84,1515,1695,4014,2356,3080,relaxado
1749498684.3802636,90,69,4675,5145,2365,5030,906,relaxado
1749498685.3983004,93,47,11929,6759,4262,5821,1131,relaxado
1749498687.4075513,91,41,2030,3284,2644,2184,1321,relaxado
1749498688.400059,91,51,199,2154,2169,1936,1569,relaxado
1749498689.4122422,88,78,3167,1292,13614,2975,1022,relaxado
1749498690.397275,70,66,12514,8534,5271,2691,525,relaxado
1749498691.4168692,77,70,181669,8683,20179,15496,7686,relaxado
1749498692.4006844,77,77,11740,1957,4612,3234,2056,relaxado
1749498693.381668,69,63,3198,5081,6797,2065,1456,relaxado
1749498694.4186122,88,57,2521,1567,2324,5308,1658,relaxado
1749498695.4007275,78,53,1515513,63880,54130,37168,10669,relaxado
1749498696.3814185,69,38,65060,9150,3981,5181,1975,relaxado
1749498697.4015849,83,30,3077,3372,3232,2655,822,relaxado
1749498698.4062939,77,40,2047,3289,3865,2578,1222,relaxado
1749498699.3905523,67,20,84861,27175,2247,2687,1634,relaxado
1749498700.3916028,74,41,5274,2184,10179,5075,1987,relaxado
1749498701.3957925,70,57,2272,1225,10629,4143,1356,relaxado
1749498702.4050143,63,70,1470,2937,9526,3073,1582,relaxado
1749498703.387442,70,100,1207,1811,16711,2455,2423,relaxado
1749498704.4069164,66,100,1290,3857,7199,3071,1616,relaxado
1749498705.3794339,53,100,2813,2747,12294,2653,2806,relaxado
1749498706.4181488,67,88,4245,3480,2791,3564,2258,relaxado
1749498707.399316,70,80,6252,977,8990,3949,1025,relaxado
1749498708.3905168,63,90,4005,1580,11214,2425,1360,relaxado
1749498709.393176,80,74,13954,902,2428,3887,2042,relaxado
1749498710.3779974,75,75,733,5128,4175,3476,1382,relaxado
1749498711.3815506,75,69,10843,9146,15290,5782,2857,relaxado
1749498712.3956573,83,44,203066,148853,45484,38612,53709,relaxado
1749498713.375239,70,43,57074,9896,5682,3103,1208,relaxado
1749498714.4108748,74,44,4545,5582,5344,4274,4677,relaxado
1749498715.4039931,66,26,17000,28413,5357,3963,1710,relaxado
1749498716.3842587,77,37,1379,1488,3307,2874,1209,relaxado
1749498717.3877437,84,47,3533,1307,5970,3397,1473,relaxado
1749498718.397899,83,51,3180,1104,2982,2069,1551,relaxado
1749498719.4058795,90,54,8052,9345,2850,4106,1918,relaxado
1749498720.3818076,90,50,3197,2786,3762,5517,2367,relaxado
1749498721.393134,87,47,206,1845,4439,3379,1236,relaxado
1749498722.3785172,70,44,8189,8990,10566,3979,2153,relaxado
1749498723.3878376,66,61,16344,6998,10037,3211,2166,relaxado
1749498724.392113,48,61,846351,52595,25107,6850,6257,relaxado
1749498725.3779938,47,56,635,5319,4572,2680,1297,relaxado
1749498727.3883364,57,47,4478,7534,6887,5027,6763,relaxado
1749498728.3894436,70,48,55839,9978,8756,7294,3471,relaxado
1749498729.3904543,70,54,3266,1754,7504,5110,1673,relaxado
1749498730.4491246,93,53,780,3027,3073,3610,1313,relaxado
1749498731.4008377,87,43,24693,12671,3320,3191,2195,relaxado
1749498732.4107904,84,53,145,1441,6868,3862,1328,relaxado
1749498733.3974116,87,54,879,3929,9401,2904,1441,relaxado
1749498734.4015703,77,64,1657,2119,6511,3500,1314,relaxado
1749498735.3775284,87,67,961,12708,5339,7399,1204,relaxado
1749498736.3771544,84,54,15402,8989,4101,4075,2959,relaxado
1749498737.3813953,77,41,29035,20235,9976,4967,1873,relaxado
1749498738.3853679,77,43,2768,2925,10119,3970,2004,relaxado
1749498739.3963213,63,48,19401,14264,8954,5841,2108,relaxado
1749498740.3796713,60,60,72666,9048,23073,14355,7661,relaxado
1749498741.380476,77,63,755,3928,5022,3842,1575,relaxado
1749498742.3917325,69,70,102092,16327,90555,14578,4886,relaxado
1749498743.3804734,67,78,2200,5811,7771,3275,1719,relaxado
1749498744.387973,75,75,937,1420,3399,3973,1662,relaxado
1749498745.4022055,63,83,1643,1428,6673,3545,1154,relaxado
1749498746.4125366,64,67,12509,17183,14714,5907,3163,relaxado
1749498747.423211,67,69,9307,5794,11520,3465,1656,relaxado
1749498749.4039173,69,70,9434,19990,29651,15546,9007,relaxado
1749498750.384509,74,77,5629,6986,13436,5456,2561,relaxado
1749498751.3969693,63,84,2978,4234,18096,2905,801,relaxado
1749498752.3806515,78,70,1486,1712,1669,3303,1504,relaxado
1749498753.3913667,67,75,106256,5331,9884,4276,1216,relaxado
1749498754.3769667,67,63,413445,62853,30838,25666,6398,relaxado
1749498755.3832269,81,48,37819,35328,35832,23557,10584,relaxado
1749498756.3954756,74,50,12096,6080,5053,4620,4199,relaxado
1749498757.3771992,70,37,275669,128745,37695,28671,11900,relaxado
1749498758.3922698,74,48,8660,3974,10838,4048,2592,relaxado
1749498759.3751838,63,48,8241,17848,12959,4822,2040,relaxado
1749498760.3961763,51,53,9230,7339,8567,4238,3102,relaxado
1749498761.3764668,48,75,2049,3362,10460,2069,2610,relaxado
1749498762.4218526,43,61,3241,5454,3330,3283,741,relaxado
1749498763.4011416,51,61,4854,8217,6156,4214,2892,relaxado
1749498764.4170535,57,64,5800,5492,11244,4079,1186,relaxado
1749498766.3904545,54,50,534920,131320,38176,12446,7847,relaxado
1749498767.3725374,48,43,47259,11205,4410,4197,1578,relaxado
1749498768.3842447,23,16,400791,184210,10498,11059,5421,relaxado
1749498769.3916347,37,14,2868,2876,3810,3780,1197,relaxado
1749498770.374824,40,29,25378,7343,10041,3042,4288,relaxado
1749498771.4214585,34,27,91812,83740,19000,10993,5825,relaxado
1749498772.3803985,43,51,7637,8695,6936,4283,3173,relaxado
1749498773.3744645,35,60,3530,6426,14094,4410,955,relaxado
1749498774.3826807,53,54,1381,5668,6633,6315,1020,relaxado
1749498775.387793,69,78,735,2114,14193,4984,1608,relaxado
1749498776.3908126,90,80,545,3588,6312,5301,1338,relaxado
1749498777.394347,78,70,9672,16059,11417,2929,1223,relaxado
1749498778.4232237,67,81,17739,12214,24858,7930,5279,relaxado
1749498780.3869019,66,75,689,1845,5651,5153,1547,relaxado
1749498781.3948233,77,87,3030,2950,10624,2990,1406,relaxado
1749498782.3751245,84,81,2199,2912,5339,3871,2135,relaxado
1749498783.3780186,90,81,1272,3065,9191,5802,1742,relaxado
1749498784.3837044,81,91,2101,1645,12888,3558,1225,relaxado
1749498785.3943665,83,84,2201,3904,5227,1912,1000,relaxado
1749498786.3744717,81,91,467,2136,6884,2437,2004,relaxado
1749498787.3810558,63,96,2289,4676,10480,1974,1305,relaxado
1749498788.3880699,64,91,2202,2596,11057,5404,1894,relaxado
1749498789.3835034,69,90,1658,1334,2818,2144,1936,relaxado
1749498790.4133873,63,91,7802,3444,10360,2531,1908,relaxado
1749498791.398827,74,77,1955,5332,3321,3504,1658,relaxado
1749498792.4085069,69,70,11589,7074,8110,3894,2607,relaxado
1749498793.3904397,75,75,3156,2244,6746,3846,1721,relaxado
1749498795.3851297,91,75,1710,3579,6991,8238,1474,relaxado
1749498796.3883107,100,75,802,2550,5109,3723,1151,relaxado
1749498797.3978004,100,66,5882,3390,3166,3543,622,relaxado
1749498798.373983,100,63,3367,3089,5062,2833,1012,relaxado
1749498799.386178,93,69,1397,4027,10611,4351,882,relaxado
1749498800.3765664,70,74,3859,9253,14380,3253,1808,relaxado
1749498801.3831787,75,69,9786,2659,2303,4270,2405,relaxado
1749498802.3949144,81,57,4240,2862,1906,4353,1896,relaxado
1749498803.3774126,94,41,2429,1870,1261,3536,964,relaxado
1749498804.3841665,100,26,59500,18990,6384,4071,3796,relaxado
1749498805.392983,81,16,122881,60791,9063,9485,3869,relaxado
1749498806.3903143,78,20,36986,28926,16823,24193,10891,relaxado
1749498807.4143956,66,11,147189,57861,7518,19012,2813,relaxado
1749498808.3821573,66,11,337386,64849,19645,16737,7459,relaxado
1749498809.3904645,66,20,140490,41349,15986,15396,2391,relaxado
1749498810.402856,38,7,125703,64823,6401,3520,1021,relaxado
1749498811.3850017,47,17,3846,3208,2580,4090,1642,relaxado
1749498812.3986363,44,13,472186,70935,15162,35076,8645,relaxado
1749498813.370636,48,21,5958,12824,12121,5599,3912,relaxado
1749498814.396517,61,35,4597,9799,4779,4237,1550,relaxado
1749498815.391201,61,38,6567,2316,2109,2801,1903,relaxado
1749498816.4046102,67,35,101119,26394,4026,9426,2049,relaxado
1749498817.3886495,80,21,3526,5892,1814,6218,1130,relaxado
1749498818.3932574,80,27,750300,48402,43359,13007,11796,relaxado
1749498819.3707805,63,34,19475,57615,60430,18815,5743,relaxado
1749498820.4125106,56,48,89908,9727,6335,3141,2480,relaxado
1749498821.390126,40,50,102292,17554,4789,7945,1255,relaxado
1749498822.3984215,56,44,39786,1977,2885,5142,2126,relaxado
1749498823.3843513,70,47,8828,3764,7203,4155,2707,relaxado
1749498824.3872333,87,43,9246,3166,2999,4010,3182,relaxado
1749498825.3985634,96,56,76009,51467,60370,38392,19491,relaxado
1749498826.4101107,91,43,39181,26342,4584,12856,5464,relaxado
1749498827.384754,96,21,2418,10717,1979,10122,2687,relaxado
1749498828.3854382,91,30,4301,4437,11365,6289,4248,relaxado
1749498829.3978693,91,21,9515,12366,4480,4262,2143,relaxado
1749498830.3866265,81,51,752,3743,16917,3989,2680,relaxado
1749498831.394588,80,63,4927,6546,3957,5554,1725,relaxado
1749498832.3738143,74,69,530,2837,8889,2166,1763,relaxado
1749498833.4031951,66,80,11907,5381,5402,1910,2469,relaxado
1749498834.3825731,50,50,35843,26938,3525,2106,543,relaxado
1749498835.4015596,50,51,9558,4616,3136,3185,2046,relaxado
1749498836.3809907,47,53,112354,9160,52620,15237,5130,relaxado
1749498837.3871205,44,51,24120,30406,29265,21480,4938,relaxado
1749498838.3916647,64,67,1625,3543,4071,2886,2805,relaxado
1749498839.392025,56,77,5131,8448,14807,7056,1491,relaxado
1749498840.370538,64,64,2087,5030,6565,4591,1674,relaxado
1749498841.3760283,70,63,63514,16598,12193,6566,1435,relaxado
1749498842.410355,77,54,472803,61972,28830,38103,35006,relaxado
1749498843.391077,69,60,89277,54421,111428,19453,14619,relaxado
1749498844.3885176,56,51,339240,63300,23177,15848,3683,relaxado
1749498845.3769798,70,53,5002,1828,4527,5980,760,relaxado
1749498846.395311,70,53,700,4484,2746,4101,1333,relaxado
1749498847.3977861,77,51,700017,29510,58656,18200,11328,relaxado
1749498848.410386,84,61,13449,13120,12470,5301,1909,relaxado
1749498849.3929849,70,54,562522,56491,28441,30315,10007,relaxado
1749498850.4072886,75,60,36109,9379,9095,9769,3954,relaxado
1749498851.3918252,77,50,2036053,306850,282603,276240,31122,relaxado
1749498852.3739705,83,51,893503,120917,233666,142790,18929,relaxado
1749498853.3825479,94,50,98317,92740,47313,101787,7393,relaxado
1749498854.3952773,94,50,1101908,31375,85697,223129,39345,relaxado
1749498855.372592,78,41,85419,105682,30470,29672,12139,relaxado
1749498857.3994772,67,48,4427,4560,22930,7115,2721,relaxado
1749498858.416568,57,63,1417,3065,9342,4999,1621,relaxado
1749498860.3744347,70,83,15434,2960,13083,2778,1468,relaxado
1749498861.3998342,74,66,41372,19330,9583,9270,3465,relaxado
1749498863.3983033,80,56,625727,30307,7701,14315,12699,relaxado
1749498864.381976,100,34,7975,3559,2761,8491,2986,relaxado
1749498865.4187286,94,35,52611,23688,10242,3947,2524,relaxado
1749498866.3882751,77,38,6724,3477,6375,2867,1272,relaxado
1749498867.3840473,69,56,787,3013,8861,4341,1491,relaxado
1749498868.3914592,44,75,3329,3390,7565,2698,564,relaxado
1749498869.368932,50,78,1098,4243,5079,3633,998,relaxado
1749498870.3721218,50,69,1126,6031,3774,2669,1458,relaxado
1749498871.368115,60,56,5363,2792,2884,5798,974,relaxado
1749498872.3815374,75,54,207,1283,5033,2867,1364,relaxado
1749498873.387519,78,64,2336,2581,8694,3062,1138,relaxado
1749498874.4276934,80,74,1611,1421,6964,5740,1164,relaxado
1749498875.3774278,80,69,2299,3820,2049,5900,776,relaxado
1749498876.3940835,81,64,315,1527,3361,3658,1199,relaxado
1749498877.3971374,78,61,1451,1365,4829,2571,1638,relaxado
1749498878.4019718,83,66,676,582,8870,5435,1082,relaxado
1749498879.37291,75,70,1089,2596,2028,3424,882,relaxado
1749498881.3885634,80,67,3757,5674,6549,4320,1273,relaxado
1749498882.3848956,64,77,2041,897,18016,2834,1733,relaxado
1749498883.418258,69,84,399,3537,7712,6303,1188,relaxado
1749498884.371546,66,84,4322,3013,7053,4450,2724,relaxado
1749498885.387419,61,91,1484,1804,6738,2416,969,relaxado
1749498886.384582,81,77,2993,2077,5538,4025,723,relaxado
1749498887.368558,90,64,1285,1934,1685,5193,1414,relaxado
1749498888.3728044,83,69,1837,2760,11352,4700,1624,relaxado
1749498889.3760803,84,74,482,1327,14490,5364,1201,relaxado
1749498890.4005764,63,64,7000,24879,10012,3552,2809,relaxado
1749498891.4094644,34,63,188080,104998,28891,18544,8350,relaxado
1749498892.3898118,51,51,3980,1508,3645,7448,1312,relaxado
1749498894.3873222,66,47,2312,6430,4194,5944,2011,relaxado
1749498895.3880024,83,54,4319,5145,4247,4017,1326,relaxado
1749498896.378142,61,43,65645,28358,4191,5096,1408,relaxado
1749498897.3902364,54,21,14774,34260,6981,9104,4395,relaxado
1749498898.373499,57,11,731191,354413,65631,252412,90223,relaxado
1749498899.3930147,50,14,123708,17252,15282,4931,4604,relaxado
1749498900.3683276,63,27,2970,9248,9813,8992,4029,relaxado
1749498901.3813229,60,41,15918,23232,18010,5234,2869,relaxado
1749498902.3869302,57,56,6722,7304,5765,4171,1867,relaxado
1749498903.3893383,70,61,505,1775,5662,3139,1991,relaxado
1749498904.4036736,60,74,922,681,8919,3529,2104,relaxado
1749498905.3833158,67,80,3058,2112,5361,2088,1963,relaxado
1749498906.4096606,67,83,653,4491,5507,2821,1253,relaxado
1749498907.388161,64,83,2101,2545,6266,2705,1157,relaxado
1749498908.4097202,75,74,1499,4559,7494,5115,2096,relaxado
1749498909.3896258,60,44,1784114,287964,17210,27784,11919,relaxado
1749498910.3705406,56,38,4554,6185,4585,5090,1049,relaxado
1749498911.3710067,56,27,2607,3473,3971,6937,1341,relaxado
1749498912.375833,50,29,3178,5437,9546,4978,2474,relaxado
1749498913.3785322,53,43,19478,14556,4397,2964,1448,relaxado
1749498914.3712115,50,44,85754,19024,12178,6193,2410,relaxado
1749498915.381123,34,41,96283,18365,6372,5556,2443,relaxado
1749498916.3761094,38,17,8962,17364,1807,5805,859,relaxado
1749498917.3767548,51,16,3089,3958,1563,3940,1761,relaxado
1749498918.3810303,66,13,5998,3315,2554,3899,1483,relaxado
1749498919.3820536,63,10,239639,380201,75150,15821,9538,relaxado
1749498920.3882143,56,34,12221,9553,12379,4728,3102,relaxado
1749498922.4123602,34,51,11216,8999,5478,4128,1365,relaxado
1749498923.398173,43,63,34147,18872,23426,12206,4392,relaxado
1749498924.3964708,50,54,2784,3655,1950,2132,1731,relaxado
1749498925.3670373,57,63,1172,1460,9329,2210,1084,relaxado
1749498926.3831367,56,87,674,1004,15447,2608,1151,relaxado
1749498927.3802068,56,100,1439,2337,14031,2325,756,relaxado
1749498928.3783114,38,100,1939,1407,14803,1647,1861,relaxado
1749498929.37452,37,100,32291,2667,8097,3881,1858,relaxado
1749498930.3835475,34,78,15135,17130,2037,3737,2904,relaxado
1749498932.3961515,37,30,32415,63379,35538,22937,11026,relaxado
1749498933.3885987,53,20,1238,1078,1678,3653,1266,relaxado
1749498934.394316,61,44,2647,2250,7080,2293,1262,relaxado
1749498935.3860059,87,41,3562,3525,1549,5700,2540,relaxado
1749498936.39731,93,44,662245,36642,44797,23842,5271,relaxado
1749498937.3653362,51,48,337485,182805,99134,26275,6283,relaxado
1749498938.3903089,54,35,14630,12959,7077,8809,1888,relaxado
1749498939.372167,40,41,4745,5792,4141,7018,1802,relaxado
1749566111.0682442,53,30,14747,10904,5772,11113,5595,concentrado
1749566112.575177,80,27,40513,36384,19108,12848,4221,concentrado
1749566114.2228498,91,40,13974,4101,5891,3605,2346,concentrado
1749566115.5902271,83,43,9725,4691,6433,6531,1728,concentrado
1749566116.4554105,94,51,15735,4376,8351,7943,2433,concentrado
1749566191.9428086,0,0,31176,16056,2827,1295,144,concentrado
1749566192.062602,0,0,258466,73969,48259,8845,13206,concentrado
1749566192.9986157,0,0,21536,63271,28078,6411,2960,concentrado
1749566193.9973145,0,0,8350,5246,7083,8545,4518,concentrado
1749566194.9958127,0,0,2100,2133,2988,6573,3495,concentrado
1749566196.0010488,43,51,502,2203,9159,4680,2878,concentrado
1749566196.97173,51,50,1956,3938,3742,3595,2336,concentrado
1749566197.9920447,60,60,3257,1945,8040,5658,2194,concentrado
1749566198.987111,69,57,2512,4981,5856,8149,2638,concentrado
1749566199.9764411,74,30,76371,15659,6131,10779,2543,concentrado
1749566200.996589,77,30,13305,3745,4367,4968,3629,concentrado
1749566201.9859169,78,3,3744,3856,1231,3981,2721,concentrado
1749566202.9847524,78,1,3017,4103,8246,20224,6905,concentrado
1749566203.9825625,81,10,517,1725,3293,6621,4157,concentrado
1749566205.00469,77,29,682,638,8452,4469,3118,concentrado
1749566205.9933538,77,53,1014,1503,4335,5297,1533,concentrado
1749566206.994191,75,63,1084,1417,5844,6108,3979,concentrado
1749566207.986802,77,54,3247,4760,3352,10759,3046,concentrado
1749566208.9812458,78,29,38091,10337,8558,16365,4294,concentrado
1749566209.9793415,66,7,45363,31405,2382,4833,5245,concentrado
1749566210.9998176,51,1,539713,105023,21323,10455,9501,concentrado
1749566212.989838,47,34,6963,302,2176,3740,1805,concentrado
1749566213.9835615,56,56,1294,1396,2446,3320,981,concentrado
1749566214.9777288,63,69,70414,39949,46659,34898,4222,concentrado
1749566215.9943383,63,64,44619,43205,44936,12499,6982,concentrado
1749566217.5095794,41,61,1112816,136824,69038,32181,14310,concentrado
1750941898.870247,0,0,229336,322810,301464,29893,43062,concentrado
1750941899.7088919,0,0,458186,139378,75963,51766,7472,concentrado
1750941900.7172801,0,0,367197,24071,6459,7709,4565,concentrado
1750941901.7025738,0,0,334661,142434,52088,28010,6828,concentrado
1750941902.7031384,47,47,886022,118803,50756,30441,10543,concentrado
1750941903.7380779,67,69,62814,12055,12809,9755,4792,concentrado
1750941904.7215526,70,61,207824,100763,24933,27808,4537,concentrado
1750941905.7008028,90,84,1858,2581,9047,6409,7398,concentrado
1750941906.6987476,100,90,9763,6378,10508,13855,2322,concentrado
1750941907.7062976,100,81,14150,2134,7335,9548,5414,concentrado
1750941908.7191873,100,91,83718,14980,9318,12574,7066,concentrado
1750941909.7236323,100,91,1682,1002,10920,7183,4024,concentrado
1750941910.7020543,100,80,685,4990,2699,2605,4117,concentrado
1750941912.709831,100,60,34618,8012,5022,5094,1255,concentrado
1750941913.705829,94,60,7299,4198,13203,3009,2959,concentrado
1750941914.7035494,91,69,20886,6443,9488,7253,4212,concentrado
1750941915.7043796,81,81,3406,3556,5734,4725,3546,concentrado
1750941916.6955187,91,83,93698,4638,5419,6789,3656,concentrado
1750941917.7245286,91,57,5505,16836,8981,7013,4274,concentrado
1750941918.7166958,93,54,95479,51533,51174,43419,10723,concentrado
1750941919.7205813,97,40,10057,4988,2938,6077,4114,concentrado
1750941920.720591,75,23,13555,34550,7907,10553,3910,concentrado
1750941921.7197957,81,38,5374,3323,5549,2614,4295,concentrado
1750941922.7272992,78,37,4087,5121,4804,4618,1367,concentrado
1750941923.6948457,57,56,12375,6860,8646,3320,1764,concentrado
1750941924.7196367,66,84,610884,31646,37821,15286,7550,concentrado
1750941925.7210774,57,63,182965,102939,37214,35282,11416,concentrado
1750941926.7191753,56,53,42965,8736,4325,7326,1981,concentrado
1750941927.7129958,63,47,25787,12589,12394,6448,3691,concentrado
1750941928.7016249,67,40,34254,4365,3610,2755,1811,concentrado
1750941929.6985197,80,60,6200,3221,7512,5372,2265,concentrado
1750941930.7043645,84,67,3282,4637,3870,4255,2576,concentrado
1750941931.7105885,97,70,4982,3969,7924,6556,2668,concentrado
1750941932.7010362,93,75,7652,3952,6786,5462,3440,concentrado
1750941933.725227,83,81,5114,2243,7386,3912,1599,concentrado
1750941934.6972432,87,84,1442,2672,3649,3715,1345,concentrado
1750941935.7244642,78,69,3794,6426,3332,4528,2803,concentrado
1750941936.7225497,80,69,10604,6490,7210,4935,1990,concentrado
1750941937.708214,81,48,6129,4804,2124,1728,1846,concentrado
1750941938.7092817,78,57,1632,1589,4653,2693,1261,concentrado
1750941939.7011933,66,54,54216,25703,7498,4053,2970,concentrado
1750941940.726997,74,57,10292,3016,7539,6477,2379,concentrado
1750941941.697186,80,70,2320,3760,6226,4207,5887,concentrado
1750941942.750762,84,38,4885,4893,1772,6016,2696,concentrado
1750941943.7179337,100,47,21292,29419,22360,23678,13094,concentrado
1750941944.7151878,96,44,19605,6348,7556,4631,2597,concentrado
1750941945.7162957,90,24,6332,19344,7380,11393,1631,concentrado
1750941946.711664,75,30,2665,8441,4006,7713,2335,concentrado
1750941947.7066221,74,38,7249,7648,10772,10036,3113,concentrado
1750941949.7204232,84,50,2659,2135,5311,7018,3308,concentrado
1750941950.718894,91,78,5362,1135,9378,6509,1827,concentrado
1750941951.7408423,87,70,9101,4987,4234,5902,2023,concentrado
1750941952.705458,100,56,8362,950,1126,4028,1359,concentrado
1750941953.6980374,90,56,3661,6050,6727,6592,1718,concentrado
1750941954.695405,81,43,78697,39363,31040,15849,7465,concentrado
1750941955.7191737,84,23,13237,5034,2527,17207,4553,concentrado
1750941956.7149394,67,21,64870,18677,4937,9169,6952,concentrado
1750941957.732897,57,27,4248,9148,12846,6382,8577,concentrado
1750941958.6937838,63,34,1676,6591,9473,5773,2179,concentrado
1750941960.7212903,44,97,76858,5784,72222,12116,10327,concentrado
1750941961.714279,44,93,10260,4151,5875,2341,1161,concentrado
1750941962.7069588,47,93,5420,1022,13138,7456,2839,concentrado
1750941963.6927447,37,81,99503,29018,22213,6190,859,concentrado
1750941964.7077758,40,53,23033,24602,11325,8982,3654,concentrado
1750941965.7154524,40,37,158600,17193,5576,6360,2485,concentrado
1750941966.7101655,37,21,57808,3295,2995,3390,1735,concentrado
1750941967.7055695,34,14,252731,38309,15112,6462,3329,concentrado
1750941968.723423,41,20,12283,7852,5147,4306,1543,concentrado
1750941969.7138362,47,21,1463933,93187,37975,38379,26801,concentrado
1750941971.697384,60,29,98703,9661,26109,30678,19680,concentrado
1750941972.727939,57,21,85933,16189,5055,6902,2710,concentrado
1750941973.7113767,61,10,20409,40041,4806,14123,2050,concentrado
1750941974.709066,88,4,8283,1943,2174,6806,2130,concentrado
1750941975.7063825,78,10,2543,3989,6749,3629,2100,concentrado
1750941976.699355,83,17,665,4235,2727,3103,2262,concentrado
1750941977.7009616,77,34,42682,70271,33617,21717,3697,concentrado
1750941978.7143638,66,26,149281,65368,12570,41061,30198,concentrado
1750941979.7203739,70,14,12656,5720,4659,8077,4618,concentrado
1750941980.696964,60,20,868122,191306,148727,83646,29638,concentrado
1750941982.7029939,50,29,46666,10942,12632,10830,7549,concentrado
1750941983.7400165,47,17,116277,34423,5141,11042,5219,concentrado
1750941984.7108045,60,11,8813,6442,3501,5111,3381,concentrado
1750941985.7078793,67,1,1192798,465294,49592,84986,120866,concentrado
1750941986.712468,51,1,87433,29586,7787,7149,5680,concentrado
1750941987.7375607,51,1,53760,18956,3123,8347,4319,concentrado
1750941990.7154148,57,10,124040,33703,15648,8752,9586,concentrado
1750941991.720299,56,27,176416,15538,14496,9038,2663,concentrado
1750941992.7167518,60,20,116329,18869,2340,7257,2887,concentrado
1750941993.708161,66,3,39477,27689,3464,25727,12340,concentrado
1750941994.7325473,69,3,5530,9989,4453,3625,3628,concentrado
1750941995.7065928,67,10,6712,4616,8695,5287,1293,concentrado
1750941996.7040668,57,30,3701,6866,7094,4469,2711,concentrado
1750941997.701129,54,53,18596,3493,8967,12654,11590,concentrado
1750941998.730561,54,48,10693,15263,4494,6564,3153,concentrado
1750941999.7013555,66,40,17200,5463,5682,9626,4119,concentrado
1750942001.7154596,69,51,659002,13218,40579,23673,7083,concentrado
1750942002.7187443,69,64,29443,7737,7748,3483,3754,concentrado
1750942003.710941,66,74,7304,2988,11404,9706,1130,concentrado
1750942004.7090116,66,69,5735,3181,6017,4192,2595,concentrado
1750942005.7164073,61,78,5606,1191,12139,4263,1179,concentrado
1750942006.7110949,63,77,6024,5749,6046,3057,2590,concentrado
1750942007.7121246,50,74,16897,6220,10659,8752,1745,concentrado
1750942008.700818,60,64,13221,2621,2836,5929,3083,concentrado
1750942009.7199855,48,47,134979,44357,16287,6781,3432,concentrado
1750942010.7163405,56,43,4196,3343,7038,10325,1898,concentrado
1750942011.7126613,70,38,8398,5009,4786,5936,2095,concentrado
1750942012.7146041,70,34,1998,3853,1341,3505,1161,concentrado
1750942013.7350683,70,41,4444,8697,7417,2160,1806,concentrado
1750942014.698051,63,56,4382,1279,12348,3499,2897,concentrado
1750942015.7270613,50,50,65666,13680,4965,6917,4692,concentrado
1750942016.714714,43,57,91695,14276,8301,7798,8061,concentrado
1750942017.7158334,57,47,1010901,55947,17043,29416,22814,concentrado
1750942018.713828,60,23,153458,14239,4832,5583,8259,concentrado
1750942019.7124214,66,35,16803,25817,39378,24721,10149,concentrado
1750942020.707146,75,41,10855,1574,4987,5589,1570,concentrado
1750942021.7081094,70,57,356,4094,10558,4832,1795,concentrado
1750942022.702712,80,75,3185,748,7433,5160,2222,concentrado
1750942023.704604,70,78,656,3576,11063,4838,2465,concentrado
1750942024.7020745,67,77,2271,2520,2804,2572,2264,concentrado
1750942025.6913052,75,57,8857,15939,8482,26434,7134,concentrado
1750942026.7167253,74,51,9031,2245,3291,3035,1607,concentrado
1750942027.7031326,83,41,2795,2507,2295,2969,1319,concentrado
1750942028.714626,78,48,6173,3188,8274,4597,1432,concentrado
1750942029.7098646,74,54,1727,6229,4918,5795,2732,concentrado
1750942030.7076733,69,61,3624,4342,11342,4865,2803,concentrado
1750942031.7150679,64,69,8856,3994,7213,3306,1438,concentrado
1750942032.7055526,70,61,2126,6258,4339,4654,1045,concentrado
1750942033.69952,64,70,2926,6126,11821,3525,1323,concentrado
