timestamp,attention,meditation,delta,theta,alpha,beta,gamma,label
1748861938.7555866,70,56,1115,2553,7795,4637,1296,relaxado
1748861939.7535589,61,56,1360,4714,3299,2451,1554,relaxado
1748861940.7498934,61,54,1906,3702,5539,2599,583,relaxado
1748861941.7540421,70,67,916,2258,9978,3264,1566,relaxado
1748861942.7493858,63,67,2753,2458,6618,3246,1502,relaxado
1748861943.7781286,63,74,788,6806,8954,5160,1277,relaxado
1748861944.7757146,66,61,1933,10363,3141,3355,1684,relaxado
1748861945.778313,69,48,826,2624,2266,2342,804,relaxado
1748861946.7423542,61,37,24474,15131,5526,1896,1560,relaxado
1748861947.7384756,57,38,18771,5732,8937,2763,3827,relaxado
1748861948.7375443,64,56,1197,1449,7606,3202,1385,relaxado
1748861949.733953,57,64,2357,4887,8473,3117,2555,relaxado
1748861950.763117,77,75,1182,1620,3995,3029,1206,relaxado
1748861951.76248,69,81,1076,5101,17959,2593,1234,relaxado
1748861952.757727,74,66,630,1727,1127,1648,1106,relaxado
1748861953.7547398,81,67,914,3334,7958,3483,1290,relaxado
1748861954.7548516,84,61,290,3720,3386,4439,1037,relaxado
1748861955.7511342,100,51,1342,3926,5361,3518,2027,relaxado
1748861956.7796953,93,54,2198,6051,4417,3188,965,relaxado
1748861957.741416,93,56,1215,1827,7209,3220,1024,relaxado
1748861958.7687316,70,57,162,12663,7071,2609,1251,relaxado
1748861959.7367723,57,56,1278,3809,3732,2028,2518,relaxado
1748861960.7900982,61,64,1583,1487,3615,1972,1119,relaxado
1748861961.7559237,54,53,1480,8324,4155,2606,1035,relaxado
1748861962.7524776,57,60,1095,2065,8825,6586,1629,relaxado
1748861963.7499473,69,57,2241,5367,5423,3750,945,relaxado
1748861964.7466757,69,51,628,2603,2309,2936,1811,relaxado
1748861965.746319,83,51,825,715,1727,3053,816,relaxado
1748861966.7436202,93,54,2675,2260,7304,3693,1129,relaxado
1748861967.7437217,96,54,1770,1847,3591,3956,1758,relaxado
1748861968.7350504,100,56,1826,3428,4249,5098,1141,relaxado
1748861969.7615895,88,56,3053,5116,4995,4169,3068,relaxado
1748861970.7585618,74,47,96491,27176,14497,6653,3893,relaxado
1748861971.7561717,64,44,461462,90847,125667,128929,22970,relaxado
1748861972.755829,64,44,692118,122631,40011,30374,4220,relaxado
1748861973.7543514,51,47,662690,10665,8553,4422,3487,relaxado
1748861974.7524798,48,35,330984,27930,4593,4225,2290,relaxado
1748861975.7496498,43,37,222189,196587,109372,20364,7827,relaxado
1748861976.778425,35,38,48963,51108,52263,12317,9314,relaxado
1748861977.7425559,23,29,677389,222665,55979,20482,9680,relaxado
1748861978.7440808,16,35,18955,30376,9199,6061,1565,relaxado
1748861979.7357123,27,27,1292060,133156,59729,104302,13299,relaxado
1748861980.7329364,23,26,6023,21468,16022,6453,5284,relaxado
1748861981.7615383,35,30,1010479,108170,55669,31432,15222,relaxado
1748861982.7594798,35,38,31372,35680,23190,12278,2576,relaxado
1748861983.7609823,37,41,75672,35651,27410,37030,8962,relaxado
1748861984.7596588,50,41,3312,4998,3925,2672,1346,relaxado
1748861985.759051,51,41,149691,20494,10231,6278,1005,relaxado
1748861986.757938,69,38,2545,3200,2659,5567,1347,relaxado
1748861987.7575266,83,40,1236,1883,2078,3342,1157,relaxado
1748861989.750458,64,27,191323,67262,3653,6814,3486,relaxado
1748861990.7500129,64,34,24943,14672,11933,9339,8478,relaxado
1748861991.7522414,40,13,92493,57155,2594,10148,2973,relaxado
1748861992.8108938,43,11,317900,45652,57468,37623,12022,relaxado
1748861993.777328,60,35,990509,108191,92827,74276,12507,relaxado
1748861994.742443,47,20,112398,22026,2116,5919,2250,relaxado
1748861995.7444234,64,41,31397,4922,5683,8185,1731,relaxado
1748861996.7410307,56,26,61145,66367,9638,6773,2485,relaxado
1748861997.747429,43,34,425172,123875,156478,31217,37898,relaxado
1748861998.7467947,47,50,42567,4564,3485,1370,1026,relaxado
1748861999.7452734,27,48,219050,49417,22482,8433,1630,relaxado
1748862000.7404783,37,78,1222,1137,18572,3286,1337,relaxado
1748862001.77161,41,88,2229,1864,16154,2728,1420,relaxado
1748862002.7395442,41,81,159495,21057,6801,4843,1402,relaxado
1748862004.7342017,37,70,16484,10566,29478,7173,2586,relaxado
1748862005.7321916,40,38,110136,11619,993,3628,950,relaxado
1748862006.7306538,34,37,198467,81324,23217,13289,4981,relaxado
1748862007.7585542,48,48,4812,1010,3527,2350,1429,relaxado
1748862008.7567668,53,44,212503,28325,54973,16146,16407,relaxado
1748862009.753263,51,64,19894,13283,10683,4998,2267,relaxado
1748862010.7530196,54,70,96533,12170,8029,2719,373,relaxado
1748862011.7500346,37,63,80456,23041,10354,4978,1052,relaxado
1748862012.746151,23,60,29355,16566,19067,2880,1085,relaxado
1748862013.7413034,16,74,452441,25971,108844,11538,9950,relaxado
1748862014.7706292,24,70,125068,26943,17551,15429,11810,relaxado
1748862016.763279,70,69,3114,2693,2929,2781,1069,relaxado
1748862017.7647085,83,50,164633,69445,26277,18506,4478,relaxado
1748862018.736015,80,56,10465,5734,8366,3293,1566,relaxado
1748862020.7353473,50,50,203359,7346,11998,5410,1465,relaxado
1748862021.736243,40,54,40763,26146,19839,7902,5936,relaxado
1748862022.7313695,43,48,646443,36016,27254,23856,8497,relaxado
1748862024.7605698,70,41,1672,7638,10090,8123,1222,relaxado
1748862025.7594526,83,41,50435,9824,9694,7807,3234,relaxado
1748862026.733409,83,54,2110,1608,9494,3335,1122,relaxado
1748862027.7621405,69,81,3795,1425,9414,2489,1247,relaxado
1748862029.7588973,69,83,131004,6196,6624,2502,1753,relaxado
1748862030.7602818,63,60,17903,11351,1984,2303,1405,relaxado
1748862031.7592897,56,37,98308,31124,6469,10185,1153,relaxado
1748862032.7548723,44,34,10568,12686,5821,4653,1616,relaxado
1748862033.7527852,41,34,544631,8862,12384,8091,2476,relaxado
1748862034.7506073,47,26,177774,58510,5852,18040,1163,relaxado
1748862035.7524662,51,38,90440,45205,34052,14612,9002,relaxado
1748862036.7502263,50,47,203793,48424,49329,11086,8888,relaxado
1748862037.7460678,41,47,196644,15975,12533,5028,932,relaxado
1748862038.7450523,47,63,15958,3220,3090,2059,1547,relaxado
1748862039.7438402,60,57,3640,2055,1890,4597,1026,relaxado
1748862040.7757776,74,54,1455,2324,3177,2477,661,relaxado
1748862041.741119,83,51,13919,18145,8916,5580,1409,relaxado
1748862042.7716334,91,53,635,2335,6508,6358,1051,relaxado
1748862043.735899,81,69,809,2015,10639,3575,1054,relaxado
1748862044.7620335,70,77,1229,1296,7367,3760,998,relaxado
1748862045.7322996,69,78,7128,10003,9199,7395,1183,relaxado
1748862046.7581296,54,84,6681,4669,11465,3841,827,relaxado
1748862047.7549188,48,67,100233,19856,7651,3241,789,relaxado
1748862048.750034,53,51,1412474,125906,33433,33869,5524,relaxado
1748862049.7511709,60,48,4304,5069,3249,5578,915,relaxado
1748862050.7521036,56,48,3919,2628,6438,1395,1092,relaxado
1748862051.750935,51,53,192986,36004,22718,8005,1354,relaxado
1748862052.74949,50,56,24937,5730,2593,1454,431,relaxado
1748862053.753098,30,66,19894,34878,43130,14749,1998,relaxado
1748862054.7556682,17,51,243537,58956,19136,7490,2697,relaxado
1748862055.7543428,17,53,252534,78987,63914,17085,9130,relaxado
1748862056.783068,20,61,3423,8157,11117,4385,1744,relaxado
1748862057.779052,16,48,599845,265838,58813,39806,12340,relaxado
1748862058.747096,50,54,4552,2592,3413,3255,1234,relaxado
1748862060.7524135,57,35,28300,13362,5298,4430,2515,relaxado
1748862061.7532094,64,34,258907,63535,11117,11436,6773,relaxado
1748862062.7509856,51,30,15069,11024,11890,10888,2156,relaxado
1748862063.7455592,51,44,669,2544,4164,2361,1383,relaxado
1748862064.7466865,48,53,6772,9954,8285,2321,1105,relaxado
1748862065.7444394,48,47,13141,21415,1759,4730,2077,relaxado
1748862066.7413206,51,47,3686,5537,4416,3450,1122,relaxado
1748862067.73588,60,51,1759,1708,6993,2285,890,relaxado
1748862068.733524,66,50,9631,11422,11282,5094,1593,relaxado
1748862069.735324,60,74,15389,9536,12389,3396,935,relaxado
1748862070.7624068,53,77,7885,8482,11092,4027,1430,relaxado
1748862071.7330775,47,66,14942,27464,17837,8886,9291,relaxado
1748862072.7945476,53,67,4339,2219,3824,2794,1943,relaxado
1748862073.7349217,77,64,997,2512,2937,2493,1656,relaxado
1748862074.7611363,90,61,2470,3200,5338,5057,945,relaxado
1748862076.7532005,83,74,436526,17329,42399,22747,5996,relaxado
1748862077.7551837,67,74,133022,25713,16407,4812,1087,relaxado
1748862078.7290385,47,64,35963,41019,12704,8272,3014,relaxado
1749497520.2739916,30,48,87639,8598,7016,3069,788,concentrado
1749497521.2523015,27,48,371460,34702,9156,9772,2016,concentrado
1749497522.2509627,10,43,1795582,272314,37888,42937,11375,concentrado
1749497523.2437139,4,40,180777,26321,4957,8188,3914,concentrado
1749497524.2630796,21,30,352138,47698,17837,26734,26403,concentrado
1749497525.2515142,23,24,284492,33519,3829,8205,10722,concentrado
1749497526.247245,48,37,3694,5901,6194,6041,4514,concentrado
1749497527.2421908,60,50,6607,2943,5613,6048,4077,concentrado
1749497528.2979856,44,44,123284,45910,7711,13076,4170,concentrado
1749497529.2386088,66,48,10260,4416,1438,7026,13874,concentrado
1749497530.2338865,84,44,408543,17400,26140,47767,20886,concentrado
1749497531.2560737,63,35,41918,38910,6932,6089,7667,concentrado
1749497532.2382724,87,43,184064,59327,38257,51125,19557,concentrado
1749497533.2427452,80,54,5603,3517,4533,5053,1571,concentrado
1749497535.265877,90,67,101950,25051,13945,12839,12136,concentrado
1749497536.236467,83,67,181871,15892,11948,14262,3084,concentrado
1749497537.252179,67,80,49895,24166,87249,26247,12976,concentrado
1749497538.2657368,44,63,472877,149143,24320,34186,10505,concentrado
1749497539.2638025,47,63,5095,4939,4407,6540,4073,concentrado
1749497540.2496173,47,63,1781,4925,3924,6487,3500,concentrado
1749497541.2561376,63,50,4125,2262,2616,4788,3195,concentrado
1749497543.234307,91,57,6324,8259,10575,6530,3326,concentrado
1749497544.2657547,91,63,1148,6981,9186,7644,2418,concentrado
1749497545.2458072,75,56,180639,60140,12303,17305,11684,concentrado
1749497546.2580326,43,44,624906,146704,8490,16280,22191,concentrado
1749497547.2345982,40,40,22613,16714,9579,9205,4998,concentrado
1749497548.238043,41,37,20883,31561,21256,24576,15271,concentrado
1749497549.2546756,43,47,4012,6083,4187,2658,2762,concentrado
1749497550.2595403,61,67,2668,2681,4323,3098,1728,concentrado
1749497551.254185,67,78,3782,3461,9746,4762,3227,concentrado
1749497552.267314,75,74,13831,4039,3262,8251,3609,concentrado
1749497553.2381816,81,75,57789,19261,24404,19080,16460,concentrado
1749497554.2391071,81,67,2536,4285,2858,3765,1977,concentrado
1749497555.25806,84,63,5867,3349,4839,5850,2207,concentrado
1749497556.2417943,81,64,115359,8946,5880,10944,13382,concentrado
1749497557.2486448,78,69,5025,2226,6836,3986,2541,concentrado
1749497558.237046,70,74,10227,3715,7077,7823,2521,concentrado
1749497559.2463362,64,74,13224,4082,4589,4167,3765,concentrado
1749497560.2696126,61,80,8687,2518,6338,7303,2089,concentrado
1749497561.25264,54,66,8152,6959,2523,2831,2530,concentrado
1749497562.2537339,54,60,1157,10824,4122,5455,2677,concentrado
1749497563.2664003,48,57,93061,7733,5364,7618,1751,concentrado
1749497564.2341003,44,53,8870,1713,3510,6239,1910,concentrado
1749497565.2716668,44,54,201840,10472,5057,4932,1837,concentrado
1749497566.2452705,48,56,2561,5925,5230,9529,3196,concentrado
1749497567.2525866,43,60,18486,12857,12309,12665,1788,concentrado
1749497568.2570338,29,56,2595,6817,3449,4019,3246,concentrado
1749497569.2296007,38,57,123615,7723,4761,6264,2369,concentrado
1749497570.2492201,21,69,5063,4300,12432,6929,3463,concentrado
1749497571.2327888,40,67,10941,6591,5080,4722,2797,concentrado
1749497572.2392027,47,78,1720,2070,7361,5774,2750,concentrado
1749497573.254871,50,84,2467,1517,5530,5542,3151,concentrado
1749497574.253317,69,78,6227,7221,7689,8082,1971,concentrado
1749497575.2364147,50,74,130730,19442,5182,4034,2286,concentrado
1749497576.2795124,64,64,1823,2234,2363,3846,1571,concentrado
1749497577.259919,64,56,4158,6143,2585,3895,1466,concentrado
1749497578.2631297,53,57,9930,8526,8205,5542,1983,concentrado
1749497579.2552006,69,60,2816,6484,2896,4066,4175,concentrado
1749497580.261983,69,61,5453,3636,4121,5894,2556,concentrado
1749497581.2455795,64,67,10168,10593,13080,8858,2366,concentrado
1749497582.2581334,51,61,83462,20017,7123,5160,2336,concentrado
1749497583.2328827,40,67,2115,5628,5383,2941,2089,concentrado
1749497584.239143,29,66,484079,28835,22091,20591,5828,concentrado
1749497585.2508945,29,74,7329,5180,11782,4938,2227,concentrado
1749497586.2313445,47,80,6025,4971,6152,5782,2201,concentrado
1749497587.2563727,56,75,5074,3360,2936,3390,1646,concentrado
1749497588.2334967,53,70,1777,9671,3647,3788,2202,concentrado
1749497589.2357962,61,51,833,8727,2325,7677,2335,concentrado
1749497590.2454848,66,50,1888,2497,3505,3301,1831,concentrado
1749497591.2431087,60,44,146484,64057,18869,23815,7686,concentrado
1749497592.2537427,57,37,187849,31995,4002,6814,4895,concentrado
1749497593.2574525,38,44,33845,46197,21991,15085,3203,concentrado
1749497594.2421696,30,47,176236,32392,44494,21361,11884,concentrado
1749497595.2715137,43,53,7110,3611,4397,4933,3981,concentrado
1749497597.2541494,56,69,215393,20695,15699,3552,4132,concentrado
1749497598.2534754,35,56,368721,358943,58264,20471,13353,concentrado
1749497599.2337298,29,50,20787,12686,5075,6379,2953,concentrado
1749497600.2466238,11,40,56525,34108,4979,12889,2790,concentrado
1749497601.233059,27,43,5368,2413,5720,3063,4884,concentrado
1749497602.2759328,57,50,665152,18166,13278,16694,15210,concentrado
1749497603.2529478,43,40,233536,205131,19319,46592,7307,concentrado
1749497604.250178,60,51,30103,7980,5797,5640,2754,concentrado
1749497605.2538943,61,44,6052,3417,4242,4830,2710,concentrado
1749497606.257878,51,44,1334,7787,3338,2183,2363,concentrado
1749497607.2295997,51,69,83663,3204,5318,1771,693,concentrado
1749497608.2912972,40,69,47531,14113,7522,3774,2397,concentrado
1749497609.2324438,38,77,12654,2502,5781,2780,1528,concentrado
1749497610.27111,35,84,2957,4664,6638,2485,2424,concentrado
1749497611.2427185,38,78,24321,17341,11372,3990,1400,concentrado
1749497612.2502067,34,67,10164,31976,5051,5488,1680,concentrado
1749497613.247742,27,50,122795,32097,6188,9018,1561,concentrado
1749497614.2304049,29,48,209746,10625,12275,4042,2361,concentrado
1749497615.2458825,37,50,11182,13028,11885,6921,1956,concentrado
1749497616.2531316,57,61,1435,5614,6881,7760,6200,concentrado
1749497617.242265,38,54,86050,194857,13336,11125,11237,concentrado
1749497618.2498226,53,51,62671,1837,4812,7225,3898,concentrado
1749497619.266457,51,41,133105,63543,15325,14545,10368,concentrado
1749497620.245702,30,38,1853,18417,10201,8650,3004,concentrado
1749497621.246953,60,56,6877,3706,3870,3924,3593,concentrado
1749497622.254942,51,56,105179,3967,5429,4295,1832,concentrado
1749497623.2638535,50,53,149378,33341,4973,4728,2364,concentrado
1749497624.2838044,54,51,16102,15132,5990,5467,5669,concentrado
1749497625.2692435,38,34,34080,39371,3186,4055,2811,concentrado
1749497626.2305038,24,26,14763,29007,9597,10969,1452,concentrado
1749497627.2466443,38,29,11011,14342,4379,9706,2059,concentrado
1749497628.232326,38,29,10011,10759,4776,6907,4335,concentrado
1749497629.2369237,51,51,2373,5313,11902,9068,4400,concentrado
1749497630.246634,74,50,1424,6459,3606,10599,1976,concentrado
1749497631.237145,53,51,98811,54761,15987,13675,1472,concentrado
1749497632.227835,64,56,3309,3605,4181,4900,3247,concentrado
1749497633.2404523,61,60,63217,2981,7078,3051,2134,concentrado
1749497634.2534962,53,67,839788,25643,24272,16792,10608,concentrado
1749497635.233966,53,70,66733,6521,2996,2000,634,concentrado
1749497636.250079,61,70,6214,1285,2956,3988,1977,concentrado
1749497637.2385907,57,38,207005,31582,910,7769,2145,concentrado
1749497638.251601,51,43,9707,7465,8888,4073,1689,concentrado
1749497639.241887,69,53,33292,16634,37233,28147,9942,concentrado
1749497641.2465837,57,66,4546,4214,2119,5635,2812,concentrado
1749497642.2369285,69,57,2142,1530,1574,4728,1730,concentrado
1749497643.255003,54,50,141047,20675,10243,4731,1896,concentrado
1749497644.2422097,54,54,4660,13598,8278,4155,3495,concentrado
1749497645.2362516,63,61,388,1423,3537,5801,2479,concentrado
1749497646.2379055,63,57,844,4003,1709,5922,2378,concentrado
1749497647.2279925,80,69,3002,1289,8577,4752,2593,concentrado
1749497648.2457557,77,67,88691,20125,11020,4969,1943,concentrado
1749497649.2600956,61,70,60821,31632,28914,8783,6398,concentrado
1749497650.2346373,53,81,459017,28956,29167,26755,11466,concentrado
1749497651.2463596,44,78,4820,1842,7666,6246,2359,concentrado
1749497652.2355084,47,83,2543572,53757,58826,26786,18317,concentrado
1749497653.249267,61,75,25736,4115,3301,6695,3425,concentrado
1749497654.2349946,63,80,18477,15599,27204,9433,3849,concentrado
1749497656.2730653,75,70,6527,1803,2763,5181,1542,concentrado
1749497657.2358346,61,74,14360,22438,9322,5875,4792,concentrado
1749497658.2294738,57,67,37427,18135,17785,7301,4580,concentrado
1749497659.245749,70,70,36837,14382,20420,9582,5338,concentrado
1749497660.228843,40,64,263428,372867,74585,57967,30162,concentrado
1749497661.2478762,40,60,19164,8296,2265,3537,2529,concentrado
1749497662.2364917,37,48,88230,27471,6820,6637,1802,concentrado
1749497663.2302496,23,27,360584,166030,15392,18993,17371,concentrado
1749497664.2599568,40,37,4484,4935,3867,5128,1811,concentrado
1749497665.2491324,24,47,803102,96820,75088,25945,14750,concentrado
1749497666.2589474,40,53,2729,9742,8558,9481,2924,concentrado
1749497667.2280576,40,53,58729,54613,5449,5758,3876,concentrado
1749497668.2510886,24,61,209680,51463,80726,19729,9689,concentrado
1749497669.240646,30,63,107521,24261,28596,11527,2840,concentrado
1749497670.2536242,37,64,5566,2624,6625,9149,2722,concentrado
1749497671.2374268,51,77,6725,7354,4518,6427,2085,concentrado
1749497673.2345111,74,80,1349,1062,8203,4431,1914,concentrado
1749497674.2356358,53,70,636131,118660,32610,25459,16534,concentrado
1749497675.247205,48,63,12016,12259,1672,2137,1720,concentrado
1749497676.2260044,57,57,4891,5998,4371,6215,3153,concentrado
1749497677.2312577,61,53,3135,1980,5527,3291,1462,concentrado
1749497678.249778,60,63,80736,16979,16374,5744,2550,concentrado
1749497679.2553241,60,63,31168,27560,3909,6112,4176,concentrado
1749497680.2362611,44,56,559819,88488,19811,17360,11209,concentrado
1749497681.249851,40,51,62075,23491,20556,19452,10617,concentrado
1749497682.241232,51,53,24953,7038,20258,17079,6127,concentrado
1749497683.2660701,57,60,168623,18745,5897,5400,713,concentrado
1749497685.2396274,67,63,6602,3713,5725,9591,1085,concentrado
1749497686.230589,56,64,8937,8743,14325,3645,2231,concentrado
1749497687.2464614,61,70,4118,4647,6486,7333,2039,concentrado
1749497688.2562659,61,66,31901,17036,3657,3956,2846,concentrado
1749497689.2426422,44,66,29977,9140,4428,2149,531,concentrado
1749497690.2317328,56,51,8435,7109,2182,4608,3550,concentrado
1749497691.2408442,53,54,2424,3831,7557,5352,1135,concentrado
1749497692.2334664,43,60,63837,19596,7623,4536,2497,concentrado
1749497693.2444916,48,57,89696,11059,5585,4864,4528,concentrado
1749497694.2596025,37,67,15952,12343,10867,3977,1505,concentrado
1749497695.2388856,47,63,869,1288,2175,3182,1621,concentrado
1749497696.2551782,53,64,81792,81751,40195,27961,11022,concentrado
1749497697.2495687,51,66,245618,34081,20051,12619,5843,concentrado
1749497698.2526565,66,61,17338,8153,4658,6511,2687,concentrado
1749497699.2352016,51,56,613987,93460,33908,29668,18816,concentrado
1749497700.24755,63,44,91063,7315,1524,7837,2431,concentrado
1749497701.2337255,75,40,652604,32697,14885,25855,12328,concentrado
1749497703.2312198,77,44,732,2190,2404,2438,1159,concentrado
1749497704.2696621,66,63,117735,8217,11958,5843,3098,concentrado
1749497705.2526736,57,70,27790,5192,6728,5004,2197,concentrado
1749497706.244583,66,77,150848,6263,5041,4120,1867,concentrado
1749497707.2607315,67,75,792,3455,2931,2968,3836,concentrado
1749497708.2254639,87,70,5002,895,2538,3689,1987,concentrado
1749497709.2448115,93,67,1408,1026,2077,3270,1572,concentrado
1749497710.231039,91,75,2363,1836,4403,2797,2589,concentrado
1749497711.2608652,100,69,1420,1123,1189,3593,785,concentrado
1749497712.2391927,91,70,2989,2744,4547,4006,1273,concentrado
1749497713.2521687,100,66,1863,1043,1212,3367,2412,concentrado
1749497714.228703,100,56,965,1985,2471,5651,2176,concentrado
1749497715.243424,100,60,1198,2385,2104,3286,1972,concentrado
1749497716.2523415,100,60,1280,978,4293,5923,1708,concentrado
1749497717.2506242,100,74,404,1540,5552,2862,1367,concentrado
1749497718.2393024,93,69,1226,2053,1395,3614,2185,concentrado
1749497719.2289083,93,74,986,1826,3439,4722,1403,concentrado
1749497720.2805357,80,75,3173,4351,6448,3092,2800,concentrado
1749497721.2305844,81,67,1109,5256,3837,2015,1466,concentrado
1749497722.2592585,69,74,483,2716,2511,2689,1999,concentrado
1749497723.2441866,66,70,1651,2209,2046,2562,1154,concentrado
1749497724.25833,69,67,1023,3322,4734,5785,1492,concentrado
1749497725.2400453,64,54,61928,18920,2451,5610,3793,concentrado
1749497726.2568207,77,54,3143,1564,3024,4196,2276,concentrado
1749497727.2456646,77,50,1332344,58380,22294,45810,35049,concentrado
1749497728.2407093,75,38,24821,17672,4072,8458,2276,concentrado
1749497729.2446203,74,57,1848,3256,4749,2061,2898,concentrado
1749497731.2422218,78,66,2822,2826,6085,4438,1668,concentrado
1749497732.2264338,81,75,1405,3721,4083,4611,1457,concentrado
1749497733.2447064,100,69,5597,678,1561,2751,1711,concentrado
1749497734.236963,91,75,1168,1531,3345,2706,4332,concentrado
1749497735.2532365,97,70,1840,2527,4052,5438,4287,concentrado
1749497736.2457771,100,74,1242,1103,2702,3760,4514,concentrado
1749497737.2652435,97,74,1978,1331,2716,3986,1602,concentrado
1749497738.2524083,93,70,1400,2926,3236,2990,1650,concentrado
1749497740.2474194,83,67,3901,6816,3511,5898,1629,concentrado
1749497741.2667987,80,64,1986,6229,4021,5136,2832,concentrado
1749497742.2244344,69,61,41066,18023,7662,3499,5444,concentrado
1749497743.249133,51,57,67047,16050,9776,4736,2581,concentrado
1749497744.246751,63,57,3299,2970,2064,4995,1850,concentrado
1749497745.2415817,70,54,263367,14250,10096,22207,24389,concentrado
1749497747.24694,91,56,876,1282,2859,3124,2082,concentrado
1749497748.233954,69,66,684,3576,5049,1749,1423,concentrado
1749497749.2441065,70,70,464,770,1820,3619,1651,concentrado
1749497750.2565072,81,80,728,1646,3953,3871,1232,concentrado
1749497751.248207,75,70,5102,7409,3070,4267,1593,concentrado
1749497752.268265,67,66,139243,103912,65811,33858,6959,concentrado
1749497753.256553,54,66,1534,4717,4033,4617,2010,concentrado
1749497754.238848,41,66,4019,2700,5656,4279,1820,concentrado
1749497755.2572474,35,63,124808,49867,10728,7865,3987,concentrado
1749497756.2470412,51,53,6159,7505,1686,3864,3474,concentrado
1749497757.258456,54,61,7921,2208,6654,4195,2723,concentrado
1749497758.2416866,57,53,23386,13439,7755,9277,3209,concentrado
1749497759.2306058,70,56,9852,5912,2640,4440,3254,concentrado
1749497760.2439406,66,74,35498,21868,49804,24098,8486,concentrado
1749497761.232918,64,63,8427,7473,3849,7794,1631,concentrado
1749497762.227597,66,54,4675,9724,2120,5828,1823,concentrado
1749497763.246679,54,66,37335,13210,20873,9305,3024,concentrado
1749497764.2299852,61,57,97222,1211,2342,4403,1953,concentrado
1749497765.2421288,54,63,32263,15288,7918,4408,4777,concentrado
1749497767.224357,26,54,13559,28256,4130,3366,3693,concentrado
1749497768.2817798,21,50,8378,9388,3421,3633,1428,concentrado
1749497769.234495,24,47,57339,54938,16669,17321,14859,concentrado
1749497770.2531438,30,47,39410,11143,7527,3860,1857,concentrado
1749497771.23618,40,63,3175,7346,10683,4731,936,concentrado
1749497772.2491164,38,69,5228,7868,6708,4237,2101,concentrado
1749497773.2333674,35,75,2901,8145,4100,3806,2068,concentrado
1749497774.239441,27,70,530502,102198,44143,19690,14809,concentrado
1749497775.2464368,40,74,8708,5113,8394,2827,2854,concentrado
1749497777.2492073,43,69,5441,3387,5179,4538,5389,concentrado
1749497778.2310832,53,74,21321,10825,11180,5824,5441,concentrado
1749497779.2396882,40,57,7666,24942,4769,2524,2073,concentrado
1749497780.238824,53,69,1569,2326,4912,3662,4135,concentrado
1749497781.2525187,54,67,3018,2082,3290,3464,4291,concentrado
1749497782.23502,50,61,32938,23176,11703,16681,6151,concentrado
1749497783.2613618,61,70,23526,5818,4364,2745,2756,concentrado
1749497785.261346,63,57,6468,8406,7236,5461,3744,concentrado
1749497786.2396169,74,67,11513,4421,11802,8987,3023,concentrado
1749497787.246837,64,69,1038794,274684,196510,52800,9921,concentrado
1749497788.23907,53,70,27730,13770,5142,8223,5286,concentrado
1749497789.2488348,48,74,12829,20697,23093,13216,1880,concentrado
1749497790.2373,26,63,2373652,436064,155947,53144,13338,concentrado
1749497791.2265897,34,61,19761,13647,10006,5710,1911,concentrado
1749497792.2240767,34,51,1175862,56738,14054,84609,19848,concentrado
1749497793.2437022,30,50,243423,32062,21273,7604,3065,concentrado
1749497795.2472627,51,50,3870,1986,2408,3328,1256,concentrado
1749497796.2375207,47,57,73614,9423,5074,12923,2558,concentrado
1749497797.2264128,50,60,2424,6303,6008,3737,1390,concentrado
1749497798.2676775,51,63,18195,12784,15270,10362,780,concentrado
1749497799.2286277,40,54,69441,44431,10431,9500,2636,concentrado
1749497800.259465,38,67,14692,3392,10565,7443,1693,concentrado
1749497801.2425609,47,78,1373,2687,8880,2668,3104,concentrado
1749497802.2219036,51,80,9064,4960,11356,8956,1814,concentrado
1749497803.2322721,67,70,14407,9784,1273,7247,1630,concentrado
1749497804.2271476,66,67,51636,44357,82137,64657,9891,concentrado
1749497805.237873,51,54,442855,32028,14601,5847,992,concentrado
1749497806.2296927,47,51,45561,24508,21507,20082,4700,concentrado
1749497807.2379515,34,66,431360,28025,15108,11178,1712,concentrado
1749497808.222616,21,66,15876,11979,14543,6001,1387,concentrado
1749497809.258613,41,64,7892,4779,3284,5718,1445,concentrado
1749497810.2460454,47,64,530704,62822,45459,41973,4469,concentrado
1749497811.2344224,48,74,946,4811,9229,4765,1064,concentrado
1749497812.2347014,60,67,8736,7396,5806,4271,1508,concentrado
1749497813.243251,47,69,88480,21802,10638,7771,1065,concentrado
1749497814.2342327,48,77,3431,3689,7300,3576,1205,concentrado
1749497815.2443116,48,66,2679,6684,4925,6974,1276,concentrado
1749498644.4010987,53,30,58553,7043,2200,1982,513,relaxado
1749498645.385262,60,37,3641,4624,4281,2195,1088,relaxado
1749498646.4003043,60,24,71952,22291,5796,4862,1220,relaxado
1749498647.3820612,80,21,5405,3154,1911,2182,859,relaxado
1749498648.3932233,54,21,68774,33129,9821,6885,1047,relaxado
1749498649.3834019,70,24,9394,9856,13633,7677,6543,relaxado
1749498650.4411936,81,48,10340,5869,10852,2179,3139,relaxado
1749498651.4006057,75,51,31796,46224,28946,15557,5336,relaxado
1749498652.376744,93,74,32885,6624,11903,2340,1547,relaxado
1749498653.3783746,84,83,2340,4051,10368,2868,1942,relaxado
1749498654.3856947,90,84,1847,2516,8342,3924,1791,relaxado
1749498655.4016085,74,90,2593,8781,7778,2580,1293,relaxado
1749498656.3834178,80,81,1401,4857,5510,2950,1592,relaxado
1749498657.3889043,88,81,776,1878,8357,3545,1950,relaxado
